Program Name,Project Year,Account Number,Account Name,Ticker,ISIN,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector
Water,2015,38144,BWAY CORPORATION,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,38180,PLACON CORPORATION,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,20523,Waters Corporation,WAT US,US9418481035,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57241,Healthy Food Ingredients,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,39623,Mariani Packing Co Inc,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,23579,Simmons Foods,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,19396,Trillium Health Care,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57092,LM IT LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57103,MACTUS GROUP LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57121,"N3, LLC",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57130,PARADOXES INC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57143,RED SKY BLUE WATER LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57158,RUN STUDIOS LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57196,VALOREM CONSULTING GROUP LLC,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,2044,Booz Allen Hamilton,BAH US,US0995021062,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,56330,Clark Enterprises Inc.,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57396,Los Angeles Department of Water and Power,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,48142,"CL&D Graphics, Inc",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,15046,Precision Valve Corporation,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57227,"Caraustar Industries, Inc.",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,57260,Wright Enrichment,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,34079,"HARVEST LAND CO-OP, INC.",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,9630,J M HUBER,3095Z US,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,48019,Kemin Nutrisurance Inc.,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,37621,PaperWorks Industries Inc,3343787Z US,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,52569,"International Golf Maintenance, Inc.",,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
Water,2015,52594,Winona Foods Inc,,,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year,No Data Values Reported For this Year
